Date,^GSPC,Rate
1980-01-27,113.61,2.29
1980-02-03,115.12,1.33
1980-02-10,117.95,2.46
1980-02-17,115.41,-2.15
1980-02-24,115.04,-0.32
1980-03-02,113.66,-1.2
1980-03-09,106.9,-5.95
1980-03-16,105.43,-1.38
1980-03-23,102.31,-2.96
1980-03-30,100.68,-1.59
1980-04-06,102.15,1.46
1980-04-13,103.79,1.61
1980-04-20,100.55,-3.12
1980-04-27,105.16,4.58
1980-05-04,105.58,0.4
1980-05-11,104.72,-0.81
1980-05-18,107.35,2.51
1980-05-25,110.62,3.05
1980-06-01,111.24,0.56
1980-06-08,113.2,1.76
1980-06-15,115.81,2.31
1980-06-22,114.06,-1.51
1980-06-29,116.0,1.7
1980-07-06,117.46,1.26
1980-07-13,117.84,0.32
1980-07-20,122.04,3.56
1980-07-27,120.78,-1.03
1980-08-03,121.21,0.36
1980-08-10,123.61,1.98
1980-08-17,125.72,1.71
1980-08-24,126.02,0.24
1980-08-31,122.38,-2.89
1980-09-07,124.88,2.04
1980-09-14,125.54,0.53
1980-09-21,129.25,2.96
1980-09-28,126.35,-2.24
1980-10-05,129.33,2.36
1980-10-12,130.29,0.74
1980-10-19,131.52,0.94
1980-10-26,129.85,-1.27
1980-11-02,127.47,-1.83
1980-11-09,129.18,1.34
1980-11-16,137.15,6.17
1980-11-23,139.11,1.43
1980-11-30,140.52,1.01
1980-12-07,134.03,-4.62
1980-12-14,129.23,-3.58
1980-12-21,133.7,3.46
1980-12-28,136.57,2.15
1981-01-04,136.34,-0.17
1981-01-11,133.48,-2.1
1981-01-18,134.77,0.97
1981-01-25,130.23,-3.37
1981-02-01,129.55,-0.52
1981-02-08,130.6,0.81
1981-02-15,126.98,-2.77
1981-02-22,126.58,-0.32
1981-03-01,131.27,3.71
1981-03-08,129.85,-1.08
1981-03-15,133.11,2.51
1981-03-22,134.08,0.73
1981-03-29,134.65,0.43
1981-04-05,135.49,0.62
1981-04-12,134.51,-0.72
1981-04-19,134.7,0.14
1981-04-26,135.14,0.33
1981-05-03,132.72,-1.79
1981-05-10,131.66,-0.8
1981-05-17,132.17,0.39
1981-05-24,131.33,-0.64
1981-05-31,132.59,0.96
1981-06-07,132.22,-0.28
1981-06-14,133.49,0.96
1981-06-21,132.27,-0.91
1981-06-28,132.56,0.22
1981-07-05,128.64,-2.96
1981-07-12,129.37,0.57
1981-07-19,130.76,1.07
1981-07-26,128.46,-1.76
1981-08-02,130.92,1.91
1981-08-09,131.75,0.63
1981-08-16,132.49,0.56
1981-08-23,129.23,-2.46
1981-08-30,124.08,-3.99
1981-09-06,120.07,-3.23
1981-09-13,121.61,1.28
1981-09-20,116.26,-4.4
1981-09-27,112.77,-3.0
1981-10-04,119.36,5.84
1981-10-11,121.45,1.75
1981-10-18,119.19,-1.86
1981-10-25,118.6,-0.5
1981-11-01,121.89,2.77
1981-11-08,122.67,0.64
1981-11-15,121.67,-0.82
1981-11-22,121.71,0.03
1981-11-29,125.09,2.78
1981-12-06,126.26,0.94
1981-12-13,124.93,-1.05
1981-12-20,124.0,-0.74
1981-12-27,122.54,-1.18
1982-01-03,122.55,0.01
1982-01-10,119.55,-2.45
1982-01-17,116.33,-2.69
1982-01-24,115.38,-0.82
1982-01-31,120.4,4.35
1982-02-07,117.26,-2.61
1982-02-14,114.38,-2.46
1982-02-21,113.22,-1.01
1982-02-28,113.11,-0.1
1982-03-07,109.34,-3.33
1982-03-14,108.61,-0.67
1982-03-21,110.61,1.84
1982-03-28,111.94,1.2
1982-04-04,115.12,2.84
1982-04-11,116.22,0.96
1982-04-18,116.81,0.51
1982-04-25,118.64,1.57
1982-05-02,116.44,-1.85
1982-05-09,119.47,2.6
1982-05-16,118.01,-1.22
1982-05-23,114.89,-2.64
1982-05-30,111.88,-2.62
1982-06-06,110.09,-1.6
1982-06-13,111.24,1.04
1982-06-20,107.28,-3.56
1982-06-27,109.14,1.73
1982-07-04,107.65,-1.37
1982-07-11,108.83,1.1
1982-07-18,111.07,2.06
1982-07-25,111.17,0.09
1982-08-01,107.09,-3.67
1982-08-08,103.71,-3.16
1982-08-15,103.85,0.13
1982-08-22,113.02,8.83
1982-08-29,117.11,3.62
1982-09-05,122.68,4.76
1982-09-12,120.97,-1.39
1982-09-19,122.55,1.31
1982-09-26,123.32,0.63
1982-10-03,121.97,-1.09
1982-10-10,131.05,7.44
1982-10-17,133.57,1.92
1982-10-24,138.83,3.94
1982-10-31,133.72,-3.68
1982-11-07,142.16,6.31
1982-11-14,139.53,-1.85
1982-11-21,137.02,-1.8
1982-11-28,134.88,-1.56
1982-12-05,138.69,2.82
1982-12-12,139.57,0.63
1982-12-19,137.49,-1.49
1982-12-26,139.72,1.62
1983-01-02,140.64,0.66
1983-01-09,145.18,3.23
1983-01-16,146.65,1.01
1983-01-23,143.85,-1.91
1983-01-30,144.51,0.46
1983-02-06,146.14,1.13
1983-02-13,147.65,1.03
1983-02-20,148.0,0.24
1983-02-27,149.74,1.18
1983-03-06,153.67,2.62
1983-03-13,151.24,-1.58
1983-03-20,149.9,-0.89
1983-03-27,152.67,1.85
1983-04-03,152.96,0.19
1983-04-10,152.85,-0.07
1983-04-17,158.75,3.86
1983-04-24,160.42,1.05
1983-05-01,164.43,2.5
1983-05-08,166.1,1.02
1983-05-15,164.91,-0.72
1983-05-22,162.14,-1.68
1983-05-29,164.46,1.43
1983-06-05,164.42,-0.02
1983-06-12,162.68,-1.06
1983-06-19,169.13,3.96
1983-06-26,170.41,0.76
1983-07-03,168.64,-1.04
1983-07-10,167.08,-0.93
1983-07-17,164.29,-1.67
1983-07-24,168.89,2.8
1983-07-31,162.56,-3.75
1983-08-07,161.74,-0.5
1983-08-14,162.16,0.26
1983-08-21,163.98,1.12
1983-08-28,162.14,-1.12
1983-09-04,165.0,1.76
1983-09-11,166.92,1.16
1983-09-18,166.25,-0.4
1983-09-25,169.51,1.96
1983-10-02,166.07,-2.03
1983-10-09,170.8,2.85
1983-10-16,169.86,-0.55
1983-10-23,165.95,-2.3
1983-10-30,163.37,-1.55
1983-11-06,162.44,-0.57
1983-11-13,166.29,2.37
1983-11-20,165.09,-0.72
1983-11-27,167.18,1.27
1983-12-04,165.44,-1.04
1983-12-11,165.08,-0.22
1983-12-18,162.39,-1.63
1983-12-25,163.22,0.51
1984-01-01,164.93,1.05
1984-01-08,169.28,2.64
1984-01-15,167.02,-1.34
1984-01-22,166.21,-0.48
1984-01-29,163.94,-1.37
1984-02-05,160.91,-1.85
1984-02-12,156.3,-2.86
1984-02-19,155.74,-0.36
1984-02-26,157.51,1.14
1984-03-04,159.24,1.1
1984-03-11,154.35,-3.07
1984-03-18,159.27,3.19
1984-03-25,156.86,-1.51
1984-04-01,159.18,1.48
1984-04-08,155.48,-2.32
1984-04-15,157.31,1.18
1984-04-22,158.02,0.45
1984-04-29,159.89,1.18
1984-05-06,159.11,-0.49
1984-05-13,158.49,-0.39
1984-05-20,155.78,-1.71
1984-05-27,151.62,-2.67
1984-06-03,153.24,1.07
1984-06-10,155.17,1.26
1984-06-17,149.03,-3.96
1984-06-24,154.46,3.64
1984-07-01,153.18,-0.83
1984-07-08,152.24,-0.61
1984-07-15,150.88,-0.89
1984-07-22,149.55,-0.88
1984-07-29,151.19,1.1
1984-08-05,162.35,7.38
1984-08-12,165.42,1.89
1984-08-19,164.14,-0.77
1984-08-26,167.51,2.05
1984-09-02,166.68,-0.5
1984-09-09,164.37,-1.39
1984-09-16,168.78,2.68
1984-09-23,165.67,-1.84
1984-09-30,166.1,0.26
1984-10-07,162.68,-2.06
1984-10-14,164.18,0.92
1984-10-21,167.96,2.3
1984-10-28,165.29,-1.59
1984-11-04,167.42,1.29
1984-11-11,167.6,0.11
1984-11-18,164.1,-2.09
1984-11-25,166.92,1.72
1984-12-02,163.58,-2.0
1984-12-09,162.26,-0.81
1984-12-16,162.69,0.27
1984-12-23,165.51,1.73
1984-12-30,166.26,0.45
1985-01-06,163.68,-1.55
1985-01-13,167.91,2.58
1985-01-20,171.32,2.03
1985-01-27,177.35,3.52
1985-02-03,178.63,0.72
1985-02-10,182.19,1.99
1985-02-17,181.6,-0.32
1985-02-24,179.36,-1.23
1985-03-03,183.23,2.16
1985-03-10,179.1,-2.25
1985-03-17,176.53,-1.43
1985-03-24,179.04,1.42
1985-03-31,180.66,0.9
1985-04-07,179.03,-0.9
1985-04-14,180.54,0.84
1985-04-21,181.11,0.32
1985-04-28,182.18,0.59
1985-05-05,180.08,-1.15
1985-05-12,184.28,2.33
1985-05-19,187.42,1.7
1985-05-26,188.29,0.46
1985-06-02,189.55,0.67
1985-06-09,189.68,0.07
1985-06-16,187.1,-1.36
1985-06-23,189.61,1.34
1985-06-30,191.85,1.18
1985-07-07,192.52,0.35
1985-07-14,193.29,0.4
1985-07-21,195.13,0.95
1985-07-28,192.4,-1.4
1985-08-04,191.48,-0.48
1985-08-11,188.32,-1.65
1985-08-18,186.1,-1.18
1985-08-25,187.17,0.57
1985-09-01,188.63,0.78
1985-09-08,188.24,-0.21
1985-09-15,182.91,-2.83
1985-09-22,182.05,-0.47
1985-09-29,181.29,-0.42
1985-10-06,183.22,1.06
1985-10-13,184.28,0.58
1985-10-20,187.04,1.5
1985-10-27,187.52,0.26
1985-11-03,191.53,2.14
1985-11-10,193.72,1.14
1985-11-17,198.11,2.27
1985-11-24,201.52,1.72
1985-12-01,202.17,0.32
1985-12-08,202.99,0.41
1985-12-15,209.94,3.42
1985-12-22,210.94,0.48
1985-12-29,209.61,-0.63
1986-01-05,210.88,0.61
1986-01-12,205.96,-2.33
1986-01-19,208.43,1.2
1986-01-26,206.43,-0.96
1986-02-02,211.78,2.59
1986-02-09,214.56,1.31
1986-02-16,219.76,2.42
1986-02-23,224.62,2.21
1986-03-02,226.92,1.02
1986-03-09,225.57,-0.59
1986-03-16,236.55,4.87
1986-03-23,233.34,-1.36
1986-03-30,238.97,2.41
1986-04-06,228.69,-4.3
1986-04-13,235.97,3.18
1986-04-20,242.38,2.72
1986-04-27,242.29,-0.04
1986-05-04,234.79,-3.1
1986-05-11,237.85,1.3
1986-05-18,232.76,-2.14
1986-05-25,241.35,3.69
1986-06-01,247.35,2.49
1986-06-08,245.67,-0.68
1986-06-15,245.73,0.02
1986-06-22,247.58,0.75
1986-06-29,249.6,0.82
1986-07-06,251.79,0.88
1986-07-13,242.22,-3.8
1986-07-20,236.36,-2.42
1986-07-27,240.22,1.63
1986-08-03,234.91,-2.21
1986-08-10,236.88,0.84
1986-08-17,247.15,4.34
1986-08-24,250.19,1.23
1986-08-31,252.93,1.1
1986-09-07,250.47,-0.97
1986-09-14,230.67,-7.91
1986-09-21,232.21,0.67
1986-09-28,232.23,0.01
1986-10-05,233.71,0.64
1986-10-12,235.48,0.76
1986-10-19,238.84,1.43
1986-10-26,238.26,-0.24
1986-11-02,243.98,2.4
1986-11-09,245.77,0.73
1986-11-16,244.5,-0.52
1986-11-23,245.86,0.56
1986-11-30,249.22,1.37
1986-12-07,251.17,0.78
1986-12-14,247.35,-1.52
1986-12-21,249.73,0.96
1986-12-28,246.92,-1.13
1987-01-04,246.45,-0.19
1987-01-11,258.73,4.98
1987-01-18,266.28,2.92
1987-01-25,270.1,1.43
1987-02-01,274.08,1.47
1987-02-08,280.04,2.17
1987-02-15,279.7,-0.12
1987-02-22,285.48,2.07
1987-03-01,284.2,-0.45
1987-03-08,290.66,2.27
1987-03-15,289.89,-0.26
1987-03-22,298.17,2.86
1987-03-29,296.13,-0.68
1987-04-05,300.41,1.45
1987-04-12,292.49,-2.64
1987-04-19,286.91,-1.91
1987-04-26,281.52,-1.88
1987-05-03,288.03,2.31
1987-05-10,293.37,1.85
1987-05-17,287.43,-2.02
1987-05-24,282.16,-1.83
1987-05-31,290.1,2.81
1987-06-07,293.45,1.15
1987-06-14,301.62,2.78
1987-06-21,306.97,1.77
1987-06-28,307.16,0.06
1987-07-05,305.63,-0.5
1987-07-12,308.37,0.9
1987-07-19,314.59,2.02
1987-07-26,309.27,-1.69
1987-08-02,318.66,3.04
1987-08-09,323.0,1.36
1987-08-16,333.99,3.4
1987-08-23,335.9,0.57
1987-08-30,327.04,-2.64
1987-09-06,316.7,-3.16
1987-09-13,321.98,1.67
1987-09-20,314.86,-2.21
1987-09-27,320.16,1.68
1987-10-04,328.07,2.47
1987-10-11,311.07,-5.18
1987-10-18,282.7,-9.12
1987-10-25,248.22,-12.2
1987-11-01,251.79,1.44
1987-11-08,250.41,-0.55
1987-11-15,245.64,-1.9
1987-11-22,242.0,-1.48
1987-11-29,240.34,-0.69
1987-12-06,223.92,-6.83
1987-12-13,235.32,5.09
1987-12-20,249.16,5.88
1987-12-27,252.03,1.15
1988-01-03,247.08,-1.96
1988-01-10,243.4,-1.49
1988-01-17,252.05,3.55
1988-01-24,246.5,-2.2
1988-01-31,257.07,4.29
1988-02-07,250.96,-2.38
1988-02-14,257.63,2.66
1988-02-21,261.61,1.54
1988-02-28,262.46,0.32
1988-03-06,267.3,1.84
1988-03-13,264.94,-0.88
1988-03-20,271.12,2.33
1988-03-27,258.51,-4.65
1988-04-03,258.89,0.15
1988-04-10,269.43,4.07
1988-04-17,259.77,-3.59
1988-04-24,260.14,0.14
1988-05-01,261.33,0.46
1988-05-08,257.48,-1.47
1988-05-15,256.78,-0.27
1988-05-22,253.02,-1.46
1988-05-29,253.42,0.16
1988-06-05,266.45,5.14
1988-06-12,271.26,1.81
1988-06-19,270.68,-0.21
1988-06-26,273.78,1.15
1988-07-03,271.78,-0.73
1988-07-10,270.02,-0.65
1988-07-17,272.05,0.75
1988-07-24,263.5,-3.14
1988-07-31,272.02,3.23
1988-08-07,271.15,-0.32
1988-08-14,262.55,-3.17
1988-08-21,260.24,-0.88
1988-08-28,259.68,-0.22
1988-09-04,264.48,1.85
1988-09-11,266.84,0.89
1988-09-18,270.65,1.43
1988-09-25,269.76,-0.33
1988-10-02,271.91,0.8
1988-10-09,278.07,2.27
1988-10-16,275.5,-0.92
1988-10-23,283.66,2.96
1988-10-30,278.53,-1.81
1988-11-06,276.31,-0.8
1988-11-13,267.92,-3.04
1988-11-20,266.47,-0.54
1988-11-27,267.23,0.29
1988-12-04,271.81,1.71
1988-12-11,277.03,1.92
1988-12-18,276.29,-0.27
1988-12-25,277.87,0.57
1989-01-01,277.72,-0.05
1989-01-08,280.67,1.06
1989-01-15,283.87,1.14
1989-01-22,286.63,0.97
1989-01-29,293.82,2.51
1989-02-05,296.97,1.07
1989-02-12,292.02,-1.67
1989-02-19,296.76,1.62
1989-02-26,287.13,-3.25
1989-03-05,291.18,1.41
1989-03-12,292.88,0.58
1989-03-19,292.69,-0.06
1989-03-26,288.98,-1.27
1989-04-02,294.87,2.04
1989-04-09,297.16,0.78
1989-04-16,301.36,1.41
1989-04-23,309.61,2.74
1989-04-30,309.64,0.01
1989-05-07,307.61,-0.66
1989-05-14,313.84,2.03
1989-05-21,321.24,2.36
1989-05-28,321.59,0.11
1989-06-04,325.52,1.22
1989-06-11,326.69,0.36
1989-06-18,321.35,-1.63
1989-06-25,328.0,2.07
1989-07-02,317.98,-3.05
1989-07-09,324.91,2.18
1989-07-16,331.84,2.13
1989-07-23,335.9,1.22
1989-07-30,342.15,1.86
1989-08-06,343.92,0.52
1989-08-13,344.74,0.24
1989-08-20,346.03,0.37
1989-08-27,350.52,1.3
1989-09-03,353.73,0.92
1989-09-10,348.76,-1.41
1989-09-17,345.06,-1.06
1989-09-24,347.05,0.58
1989-10-01,349.15,0.61
1989-10-08,358.78,2.76
1989-10-15,333.65,-7.0
1989-10-22,347.16,4.05
1989-10-29,335.06,-3.49
1989-11-05,337.62,0.76
1989-11-12,339.1,0.44
1989-11-19,341.61,0.74
1989-11-26,343.97,0.69
1989-12-03,350.63,1.94
1989-12-10,348.69,-0.55
1989-12-17,350.14,0.42
1989-12-24,347.42,-0.78
1989-12-31,353.4,1.72
1990-01-07,352.2,-0.34
1990-01-14,339.93,-3.48
1990-01-21,339.15,-0.23
1990-01-28,325.8,-3.94
1990-02-04,330.92,1.57
1990-02-11,333.62,0.82
1990-02-18,332.72,-0.27
1990-02-25,324.15,-2.58
1990-03-04,335.54,3.51
1990-03-11,337.93,0.71
1990-03-18,341.91,1.18
1990-03-25,337.22,-1.37
1990-04-01,339.94,0.81
1990-04-08,340.08,0.04
1990-04-15,344.34,1.25
1990-04-22,335.12,-2.68
1990-04-29,329.11,-1.79
1990-05-06,338.39,2.82
1990-05-13,352.0,4.02
1990-05-20,354.64,0.75
1990-05-27,354.58,-0.02
1990-06-03,363.16,2.42
1990-06-10,358.71,-1.23
1990-06-17,362.91,1.17
1990-06-24,355.43,-2.06
1990-07-01,358.02,0.73
1990-07-08,358.42,0.11
1990-07-15,367.31,2.48
1990-07-22,361.61,-1.55
1990-07-29,353.44,-2.26
1990-08-05,344.86,-2.43
1990-08-12,335.52,-2.71
1990-08-19,327.83,-2.29
1990-08-26,311.51,-4.98
1990-09-02,322.56,3.55
1990-09-09,323.4,0.26
1990-09-16,316.83,-2.03
1990-09-23,311.32,-1.74
1990-09-30,306.05,-1.69
1990-10-07,311.5,1.78
1990-10-14,300.03,-3.68
1990-10-21,312.48,4.15
1990-10-28,304.71,-2.49
1990-11-04,311.85,2.34
1990-11-11,313.74,0.61
1990-11-18,317.12,1.08
1990-11-25,315.1,-0.64
1990-12-02,322.22,2.26
1990-12-09,327.75,1.72
1990-12-16,326.82,-0.28
1990-12-23,331.75,1.51
1990-12-30,328.72,-0.91
1991-01-06,321.0,-2.35
1991-01-13,315.23,-1.8
1991-01-20,332.23,5.39
1991-01-27,336.07,1.16
1991-02-03,343.05,2.08
1991-02-10,359.35,4.75
1991-02-17,369.06,2.7
1991-02-24,365.65,-0.92
1991-03-03,370.47,1.32
1991-03-10,374.95,1.21
1991-03-17,373.59,-0.36
1991-03-24,367.48,-1.64
1991-03-31,375.22,2.11
1991-04-07,375.36,0.04
1991-04-14,380.4,1.34
1991-04-21,384.2,1.0
1991-04-28,379.02,-1.35
1991-05-05,380.8,0.47
1991-05-12,375.74,-1.33
1991-05-19,372.39,-0.89
1991-05-26,377.49,1.37
1991-06-02,389.83,3.27
1991-06-09,379.43,-2.67
1991-06-16,382.29,0.75
1991-06-23,377.75,-1.19
1991-06-30,371.16,-1.74
1991-07-07,374.08,0.79
1991-07-14,380.25,1.65
1991-07-21,384.22,1.04
1991-07-28,380.93,-0.86
1991-08-04,387.18,1.64
1991-08-11,387.12,-0.02
1991-08-18,385.58,-0.4
1991-08-25,394.17,2.23
1991-09-01,395.43,0.32
1991-09-08,389.1,-1.6
1991-09-15,383.59,-1.42
1991-09-22,387.92,1.13
1991-09-29,385.9,-0.52
1991-10-06,381.25,-1.2
1991-10-13,381.45,0.05
1991-10-20,392.5,2.9
1991-10-27,384.2,-2.11
1991-11-03,391.32,1.85
1991-11-10,392.89,0.4
1991-11-17,382.62,-2.61
1991-11-24,376.14,-1.69
1991-12-01,375.22,-0.24
1991-12-08,379.1,1.03
1991-12-15,384.47,1.42
1991-12-22,387.04,0.67
1991-12-29,406.46,5.02
1992-01-05,419.34,3.17
1992-01-12,415.1,-1.01
1992-01-19,418.86,0.91
1992-01-26,415.48,-0.81
1992-02-02,408.78,-1.61
1992-02-09,411.09,0.57
1992-02-16,412.48,0.34
1992-02-23,411.43,-0.25
1992-03-01,412.7,0.31
1992-03-08,404.44,-2.0
1992-03-15,405.84,0.35
1992-03-22,411.3,1.35
1992-03-29,403.5,-1.9
1992-04-05,401.55,-0.48
1992-04-12,404.29,0.68
1992-04-19,416.04,2.91
1992-04-26,409.02,-1.69
1992-05-03,412.53,0.86
1992-05-10,416.05,0.85
1992-05-17,410.09,-1.43
1992-05-24,414.02,0.96
1992-05-31,415.35,0.32
1992-06-07,413.48,-0.45
1992-06-14,409.76,-0.9
1992-06-21,403.67,-1.49
1992-06-28,403.45,-0.05
1992-07-05,411.77,2.06
1992-07-12,414.62,0.69
1992-07-19,415.62,0.24
1992-07-26,411.6,-0.97
1992-08-02,424.21,3.06
1992-08-09,418.88,-1.26
1992-08-16,419.91,0.25
1992-08-23,414.85,-1.21
1992-08-30,414.84,-0.0
1992-09-06,417.08,0.54
1992-09-13,419.58,0.6
1992-09-20,422.93,0.8
1992-09-27,414.35,-2.03
1992-10-04,410.47,-0.94
1992-10-11,402.66,-1.9
1992-10-18,411.73,2.25
1992-10-25,414.1,0.58
1992-11-01,418.68,1.11
1992-11-08,417.58,-0.26
1992-11-15,422.43,1.16
1992-11-22,426.65,1.0
1992-11-29,430.16,0.82
1992-12-06,432.06,0.44
1992-12-13,433.73,0.39
1992-12-20,441.28,1.74
1992-12-27,439.77,-0.34
1993-01-03,435.71,-0.92
1993-01-10,429.05,-1.53
1993-01-17,437.15,1.89
1993-01-24,436.11,-0.24
1993-01-31,438.78,0.61
1993-02-07,448.93,2.31
1993-02-14,444.58,-0.97
1993-02-21,434.22,-2.33
1993-02-28,443.38,2.11
1993-03-07,446.11,0.62
1993-03-14,449.83,0.83
1993-03-21,450.18,0.08
1993-03-28,447.78,-0.53
1993-04-04,441.39,-1.43
1993-04-11,441.84,0.1
1993-04-18,448.94,1.61
1993-04-25,437.03,-2.65
1993-05-02,440.19,0.72
1993-05-09,442.31,0.48
1993-05-16,439.56,-0.62
1993-05-23,445.84,1.43
1993-05-30,450.19,0.98
1993-06-06,450.06,-0.03
1993-06-13,447.26,-0.62
1993-06-20,443.68,-0.8
1993-06-27,447.6,0.88
1993-07-04,445.84,-0.39
1993-07-11,448.11,0.51
1993-07-18,445.75,-0.53
1993-07-25,447.1,0.3
1993-08-01,448.13,0.23
1993-08-08,448.68,0.12
1993-08-15,450.14,0.33
1993-08-22,456.16,1.34
1993-08-29,460.54,0.96
1993-09-05,461.34,0.17
1993-09-12,461.72,0.08
1993-09-19,458.83,-0.63
1993-09-26,457.63,-0.26
1993-10-03,461.28,0.8
1993-10-10,460.31,-0.21
1993-10-17,469.5,2.0
1993-10-24,463.27,-1.33
1993-10-31,467.83,0.98
1993-11-07,459.57,-1.77
1993-11-14,465.39,1.27
1993-11-21,462.6,-0.6
1993-11-28,463.06,0.1
1993-12-05,464.89,0.4
1993-12-12,463.93,-0.21
1993-12-19,466.38,0.53
1993-12-26,467.38,0.21
1994-01-02,466.45,-0.2
1994-01-09,469.9,0.74
1994-01-16,474.91,1.07
1994-01-23,474.72,-0.04
1994-01-30,478.7,0.84
1994-02-06,469.81,-1.86
1994-02-13,470.18,0.08
1994-02-20,467.69,-0.53
1994-02-27,466.07,-0.35
1994-03-06,464.74,-0.29
1994-03-13,466.44,0.37
1994-03-20,471.06,0.99
1994-03-27,460.58,-2.22
1994-04-03,445.77,-3.22
1994-04-10,447.1,0.3
1994-04-17,446.18,-0.21
1994-04-24,447.63,0.32
1994-05-01,450.91,0.73
1994-05-08,447.82,-0.69
1994-05-15,444.14,-0.82
1994-05-22,454.92,2.43
1994-05-29,457.33,0.53
1994-06-05,460.13,0.61
1994-06-12,458.67,-0.32
1994-06-19,458.45,-0.05
1994-06-26,442.8,-3.41
1994-07-03,446.2,0.77
1994-07-10,449.55,0.75
1994-07-17,454.16,1.03
1994-07-24,453.11,-0.23
1994-07-31,458.26,1.14
1994-08-07,457.09,-0.26
1994-08-14,461.94,1.06
1994-08-21,463.68,0.38
1994-08-28,473.8,2.18
1994-09-04,470.99,-0.59
1994-09-11,468.18,-0.6
1994-09-18,471.19,0.64
1994-09-25,459.67,-2.44
1994-10-02,462.71,0.66
1994-10-09,455.1,-1.64
1994-10-16,469.1,3.08
1994-10-23,464.89,-0.9
1994-10-30,473.77,1.91
1994-11-06,462.28,-2.43
1994-11-13,462.35,0.02
1994-11-20,461.47,-0.19
1994-11-27,452.29,-1.99
1994-12-04,453.3,0.22
1994-12-11,446.96,-1.4
1994-12-18,458.8,2.65
1994-12-25,459.83,0.22
1995-01-01,459.27,-0.12
1995-01-08,460.68,0.31
1995-01-15,465.97,1.15
1995-01-22,464.78,-0.26
1995-01-29,470.39,1.21
1995-02-05,478.65,1.76
1995-02-12,481.46,0.59
1995-02-19,481.97,0.11
1995-02-26,488.11,1.27
1995-03-05,485.42,-0.55
1995-03-12,489.57,0.85
1995-03-19,495.52,1.22
1995-03-26,500.97,1.1
1995-04-02,500.71,-0.05
1995-04-09,506.42,1.14
1995-04-16,509.23,0.55
1995-04-23,508.49,-0.15
1995-04-30,514.71,1.22
1995-05-07,520.12,1.05
1995-05-14,525.55,1.04
1995-05-21,519.19,-1.21
1995-05-28,523.65,0.86
1995-06-04,532.51,1.69
1995-06-11,527.94,-0.86
1995-06-18,539.83,2.25
1995-06-25,549.71,1.83
1995-07-02,544.75,-0.9
1995-07-09,556.37,2.13
1995-07-16,559.89,0.63
1995-07-23,553.62,-1.12
1995-07-30,562.93,1.68
1995-08-06,558.94,-0.71
1995-08-13,555.11,-0.69
1995-08-20,559.21,0.74
1995-08-27,560.1,0.16
1995-09-03,563.84,0.67
1995-09-10,572.68,1.57
1995-09-17,583.35,1.86
1995-09-24,581.73,-0.28
1995-10-01,584.41,0.46
1995-10-08,582.49,-0.33
1995-10-15,584.5,0.35
1995-10-22,587.46,0.51
1995-10-29,579.7,-1.32
1995-11-05,590.57,1.88
1995-11-12,592.72,0.36
1995-11-19,600.07,1.24
1995-11-26,599.97,-0.02
1995-12-03,606.98,1.17
1995-12-10,617.48,1.73
1995-12-17,616.34,-0.18
1995-12-24,611.95,-0.71
1995-12-31,615.93,0.65
1996-01-07,616.71,0.13
1996-01-14,601.81,-2.42
1996-01-21,611.83,1.66
1996-01-28,621.62,1.6
1996-02-04,635.84,2.29
1996-02-11,656.37,3.23
1996-02-18,647.98,-1.28
1996-02-25,659.08,1.71
1996-03-03,644.37,-2.23
1996-03-10,633.5,-1.69
1996-03-17,641.43,1.25
1996-03-24,650.62,1.43
1996-03-31,645.5,-0.79
1996-04-07,655.86,1.6
1996-04-14,636.71,-2.92
1996-04-21,645.07,1.31
1996-04-28,653.46,1.3
1996-05-05,641.63,-1.81
1996-05-12,652.09,1.63
1996-05-19,668.91,2.58
1996-05-26,678.51,1.44
1996-06-02,669.12,-1.38
1996-06-09,673.31,0.63
1996-06-16,665.85,-1.11
1996-06-23,666.84,0.15
1996-06-30,670.63,0.57
1996-07-07,657.44,-1.97
1996-07-14,646.19,-1.71
1996-07-21,638.73,-1.15
1996-07-28,635.9,-0.44
1996-08-04,662.49,4.18
1996-08-11,662.1,-0.06
1996-08-18,665.21,0.47
1996-08-25,667.03,0.27
1996-09-01,651.99,-2.25
1996-09-08,655.68,0.57
1996-09-15,680.54,3.79
1996-09-22,687.03,0.95
1996-09-29,686.19,-0.12
1996-10-06,701.46,2.23
1996-10-13,700.66,-0.11
1996-10-20,710.82,1.45
1996-10-27,700.92,-1.39
1996-11-03,703.77,0.41
1996-11-10,730.82,3.84
1996-11-17,737.62,0.93
1996-11-24,748.73,1.51
1996-12-01,757.02,1.11
1996-12-08,739.6,-2.3
1996-12-15,728.64,-1.48
1996-12-22,748.87,2.78
1996-12-29,756.79,1.06
1997-01-05,748.03,-1.16
1997-01-12,759.5,1.53
1997-01-19,776.17,2.19
1997-01-26,770.52,-0.73
1997-02-02,786.16,2.03
1997-02-09,789.56,0.43
1997-02-16,808.48,2.4
1997-02-23,801.77,-0.83
1997-03-02,790.82,-1.37
1997-03-09,804.97,1.79
1997-03-16,793.17,-1.47
1997-03-23,784.1,-1.14
1997-03-30,773.88,-1.3
1997-04-06,757.9,-2.06
1997-04-13,737.65,-2.67
1997-04-20,766.34,3.89
1997-04-27,765.37,-0.13
1997-05-04,812.97,6.22
1997-05-11,824.78,1.45
1997-05-18,829.75,0.6
1997-05-25,847.03,2.08
1997-06-01,848.28,0.15
1997-06-08,858.01,1.15
